pathway,GO
CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,GO:1901699
RETINAL_METABOLIC_PROCESS,GO:0042574
MOLTING_CYCLE,GO:0042303
CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,GO:0070192
POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION,GO:0010800
OOCYTE_MATURATION,GO:0001556
DNA_BIOSYNTHETIC_PROCESS,GO:0071897
SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,GO:0034446
SPERMATID_NUCLEUS_DIFFERENTIATION,GO:0007289
MULTI_ORGANISM_LOCALIZATION,GO:1902579
NEGATIVE_REGULATION_OF_CELL_DEATH,GO:0060548
TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,GO:0006367
POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,GO:0048639
REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,GO:0045646
METANEPHRIC_NEPHRON_DEVELOPMENT,GO:0072210
POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,GO:0031646
TRACHEA_DEVELOPMENT,GO:0060438
NEUROGENESIS,GO:0022008
POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,GO:0045624
NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,GO:0002921
POSITIVE_REGULATION_OF_AMINE_TRANSPORT,GO:0051954
ENDOMEMBRANE_SYSTEM_ORGANIZATION,GO:0010256
APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,GO:1902742
RETINOIC_ACID_METABOLIC_PROCESS,GO:0042573
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,GO:0006650
REGULATION_OF_PROTEIN_ACETYLATION,GO:1901983
REGULATION_OF_NERVOUS_SYSTEM_PROCESS,GO:0031644
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:0097193
SODIUM_ION_HOMEOSTASIS,GO:0055078
CELLULAR_RESPONSE_TO_HEAT,GO:0034605
T_CELL_RECEPTOR_SIGNALING_PATHWAY,GO:0050852
POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY,GO:0010592
PURINE_NUCLEOTIDE_TRANSPORT,GO:0015865
REGULATION_OF_PROTEIN_STABILITY,GO:0031647
REGULATION_OF_DNA_METABOLIC_PROCESS,GO:0051052
NADH_METABOLIC_PROCESS,GO:0006734
POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,GO:0046824
NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,GO:0002228
GROWTH,GO:0040007
EMBRYONIC_MORPHOGENESIS,GO:0048598
NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH,GO:0040015
NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,GO:0070229
OOCYTE_DIFFERENTIATION,GO:0009994
INTERSTRAND_CROSS_LINK_REPAIR,GO:0036297
REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,GO:2000036
POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,GO:1904358
GANGLIOSIDE_BIOSYNTHETIC_PROCESS,GO:0001574
POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900103
ANDROGEN_METABOLIC_PROCESS,GO:0008209
NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT,GO:0045683
INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:0042430
NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION,GO:0042130
REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,GO:0002724
POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT,GO:0061036
MUSCLE_ATROPHY,GO:0014889
REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,GO:1903844
PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION,GO:0046856
DIGESTIVE_SYSTEM_PROCESS,GO:0022600
ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,GO:0042590
NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,GO:0043086
CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,GO:0048738
LEUKOCYTE_APOPTOTIC_PROCESS,GO:0071887
NEGATIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT,GO:0045992
PEPTIDYL_GLUTAMIC_ACID_MODIFICATION,GO:0018200
REGULATION_OF_NOTCH_SIGNALING_PATHWAY,GO:0008593
INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,GO:0060333
POSITIVE_REGULATION_OF_CYTOKINE_SECRETION,GO:0050715
NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION,GO:0033004
MICROTUBULE_BUNDLE_FORMATION,GO:0001578
NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,GO:2000117
EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT,GO:0072498
RESPONSE_TO_CARBOHYDRATE,GO:0009743
ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,GO:1903825
REGULATION_OF_PROTEIN_MATURATION,GO:1903317
MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,GO:0072330
COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT,GO:0002066
POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY,GO:0043117
EAR_MORPHOGENESIS,GO:0042471
NEURON_CELL_CELL_ADHESION,GO:0007158
TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION,GO:0006369
SYNAPTIC_SIGNALING,GO:0099536
MITOTIC_CELL_CYCLE_CHECKPOINT,GO:0007093
RESPONSE_TO_LIPID,GO:0033993
RESPONSE_TO_NICOTINE,GO:0035094
NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,GO:0016242
POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS,GO:1903020
REGULATION_OF_MITOPHAGY,GO:1901524
FATTY_ACID_METABOLIC_PROCESS,GO:0006631
ACTIVATION_OF_IMMUNE_RESPONSE,GO:0002253
POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,GO:0051247
CELL_CYCLE_G2_M_PHASE_TRANSITION,GO:0044839
NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION,GO:0050710
VITAMIN_TRANSPORT,GO:0051180
REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,GO:2001267
BLASTODERM_SEGMENTATION,GO:0007350
NATURAL_KILLER_CELL_ACTIVATION,GO:0030101
NEGATIVE_REGULATION_OF_BINDING,GO:0051100
POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS,GO:0044794
POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,GO:0032106
POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,GO:0010524
REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY,GO:0008589
RETINA_LAYER_FORMATION,GO:0010842
EPIDERMIS_DEVELOPMENT,GO:0008544
CELLULAR_RESPONSE_TO_ZINC_ION,GO:0071294
REGULATION_OF_GASTRULATION,GO:0010470
CELLULAR_RESPONSE_TO_IONIZING_RADIATION,GO:0071479
ACTIN_MEDIATED_CELL_CONTRACTION,GO:0070252
POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,GO:0051590
NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS,GO:0046460
CELLULAR_RESPONSE_TO_NUTRIENT,GO:0031670
ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,GO:0007191
REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,GO:0044058
REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION,GO:1903729
RESPONSE_TO_AMINO_ACID,GO:0043200
DETECTION_OF_BIOTIC_STIMULUS,GO:0009595
RESPONSE_TO_VITAMIN_A,GO:0033189
POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,GO:0045621
POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION,GO:0051024
SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,GO:0070296
VENTRICULAR_SEPTUM_DEVELOPMENT,GO:0003281
POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,GO:1900273
INSULIN_RECEPTOR_SIGNALING_PATHWAY,GO:0008286
VIRION_ASSEMBLY,GO:0019068
LIPID_METABOLIC_PROCESS,GO:0006629
REGULATION_OF_PROTEIN_LOCALIZATION,GO:0032880
GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS,GO:0046475
NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,GO:0045912
NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM,GO:0042754
POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS,GO:0050996
SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,GO:0072331
BLOOD_VESSEL_REMODELING,GO:0001974
TRIGLYCERIDE_CATABOLIC_PROCESS,GO:0019433
REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION,GO:0014733
GLIAL_CELL_MIGRATION,GO:0008347
PROTEIN_K48_LINKED_DEUBIQUITINATION,GO:0071108
RNA_SECONDARY_STRUCTURE_UNWINDING,GO:0010501
ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS,GO:0032469
POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,GO:1903036
STEROID_METABOLIC_PROCESS,GO:0008202
DIVALENT_INORGANIC_CATION_HOMEOSTASIS,GO:0072507
REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT,GO:1903959
TOXIN_TRANSPORT,GO:1901998
DETECTION_OF_LIGHT_STIMULUS,GO:0009583
REGULATION_OF_HISTONE_PHOSPHORYLATION,GO:0033127
REGULATION_OF_PROTEIN_IMPORT,GO:1904589
NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,GO:0001976
NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,GO:0060761
NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION,GO:0035305
DRUG_METABOLIC_PROCESS,GO:0017144
FAT_CELL_DIFFERENTIATION,GO:0045444
RESPONSE_TO_ABIOTIC_STIMULUS,GO:0009628
AMELOGENESIS,GO:0097186
CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE,GO:0071241
RESPONSE_TO_PROGESTERONE,GO:0032570
REGULATION_OF_PROTON_TRANSPORT,GO:0010155
REGULATION_OF_NEURON_PROJECTION_REGENERATION,GO:0070570
NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,GO:0032717
NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,GO:0045986
LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,GO:0061756
INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,GO:0070498
POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,GO:0014911
VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,GO:0086005
RESPONSE_TO_FATTY_ACID,GO:0070542
DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION,GO:0043046
NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,GO:0009124
EPITHELIAL_CELL_APOPTOTIC_PROCESS,GO:1904019
DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR,GO:0000731
COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION,GO:0002065
RETROGRADE_TRANSPORT_ENDOSOME_TO_PLASMA_MEMBRANE,GO:1990126
TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,GO:0007179
DRUG_TRANSPORT,GO:0015893
POSITIVE_REGULATION_OF_GROWTH,GO:0045927
NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,GO:0031345
TISSUE_REMODELING,GO:0048771
REGULATION_OF_CYTOPLASMIC_TRANSPORT,GO:1903649
CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT,GO:0043369
SEGMENT_SPECIFICATION,GO:0007379
CELLULAR_RESPONSE_TO_STEROL,GO:0036315
T_CELL_MIGRATION,GO:0072678
OSSIFICATION,GO:0001503
MULTI_MULTICELLULAR_ORGANISM_PROCESS,GO:0044706
REGULATION_OF_ENDOCYTOSIS,GO:0030100
REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION,GO:0045604
MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,GO:0002444
ACTION_POTENTIAL,GO:0001508
GOLGI_TO_VACUOLE_TRANSPORT,GO:0006896
IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE,GO:0002381
NEGATIVE_T_CELL_SELECTION,GO:0043383
LIPOPROTEIN_LOCALIZATION,GO:0044872
NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,GO:0043124
DETECTION_OF_VISIBLE_LIGHT,GO:0009584
REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION,GO:1904814
NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,GO:0000288
HISTONE_H3_K4_METHYLATION,GO:0051568
NEGATIVE_REGULATION_OF_BLOOD_PRESSURE,GO:0045776
ALCOHOL_METABOLIC_PROCESS,GO:0006066
NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,GO:0032695
REGULATION_OF_B_CELL_ACTIVATION,GO:0050864
REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,GO:1902547
REGULATION_OF_STEROL_TRANSPORT,GO:0032371
POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,GO:1902533
NEGATIVE_REGULATION_OF_GROWTH,GO:0045926
NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,GO:0010745
REGULATION_OF_SYSTEM_PROCESS,GO:0044057
REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,GO:0051480
REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,GO:0043255
RESPONSE_TO_BMP,GO:0071772
RESPONSE_TO_PH,GO:0009268
SMALL_MOLECULE_CATABOLIC_PROCESS,GO:0044282
OXALATE_TRANSPORT,GO:0019532
CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA,GO:0071360
RESPONSE_TO_TEMPERATURE_STIMULUS,GO:0009266
DNA_REPLICATION_CHECKPOINT,GO:0000076
RESPONSE_TO_ACETYLCHOLINE,GO:1905144
CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,GO:0006575
REGULATION_OF_ISOTYPE_SWITCHING,GO:0045191
CELLULAR_GLUCOSE_HOMEOSTASIS,GO:0001678
HEAD_DEVELOPMENT,GO:0060322
REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,GO:1901532
CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,GO:0009190
REGULATION_OF_APPETITE,GO:0032098
PROTEIN_DEGLYCOSYLATION,GO:0006517
POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,GO:0071636
REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY,GO:0032429
RESPONSE_TO_VITAMIN_D,GO:0033280
TRANSLATIONAL_ELONGATION,GO:0006414
REGULATION_OF_CELL_SUBSTRATE_ADHESION,GO:0010810
CYTOKINE_SECRETION,GO:0050663
POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,GO:0051353
LYMPHOCYTE_CHEMOTAXIS,GO:0048247
MESODERMAL_CELL_DIFFERENTIATION,GO:0048333
METANEPHRIC_MESENCHYME_DEVELOPMENT,GO:0072075
BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:0042537
AUDITORY_RECEPTOR_CELL_DEVELOPMENT,GO:0060117
REGULATION_OF_ACROSOME_REACTION,GO:0060046
NEURONAL_STEM_CELL_POPULATION_MAINTENANCE,GO:0097150
ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,GO:1901361
ACTIN_FILAMENT_POLYMERIZATION,GO:0030041
SMOOTH_MUSCLE_CONTRACTION,GO:0006939
MACROPHAGE_CHEMOTAXIS,GO:0048246
NEUTRAL_LIPID_METABOLIC_PROCESS,GO:0006638
POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION,GO:0032753
DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,GO:0050830
AMINO_ACID_BETAINE_METABOLIC_PROCESS,GO:0006577
ALPHA_BETA_T_CELL_ACTIVATION,GO:0046631
RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY,GO:0032988
ENTEROENDOCRINE_CELL_DIFFERENTIATION,GO:0035883
CELLULAR_ALDEHYDE_METABOLIC_PROCESS,GO:0006081
RHYTHMIC_BEHAVIOR,GO:0007622
DEVELOPMENTAL_PIGMENTATION,GO:0048066
ACIDIC_AMINO_ACID_TRANSPORT,GO:0015800
NON_RECOMBINATIONAL_REPAIR,GO:0000726
CARBOHYDRATE_METABOLIC_PROCESS,GO:0005975
REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GO:0032231
OLFACTORY_LOBE_DEVELOPMENT,GO:0021988
RESPONSE_TO_INTERLEUKIN_6,GO:0070741
VASCULOGENESIS,GO:0001570
LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,GO:0031663
REGULATION_OF_CELL_CELL_ADHESION,GO:0022407
BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS,GO:0060670
REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,GO:0002709
MECHANORECEPTOR_DIFFERENTIATION,GO:0042490
HISTONE_UBIQUITINATION,GO:0016574
CELLULAR_RESPONSE_TO_ANTIBIOTIC,GO:0071236
NEGATIVE_REGULATION_OF_LYASE_ACTIVITY,GO:0051350
NEURON_APOPTOTIC_PROCESS,GO:0051402
REGULATION_OF_VASOCONSTRICTION,GO:0019229
CELLULAR_RESPONSE_TO_FATTY_ACID,GO:0071398
MONOVALENT_INORGANIC_ANION_HOMEOSTASIS,GO:0055083
REGULATION_OF_PH,GO:0006885
CYCLOOXYGENASE_PATHWAY,GO:0019371
CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING,GO:1905114
POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,GO:0060760
PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,GO:0030166
GRANULOCYTE_DIFFERENTIATION,GO:0030851
GOLGI_RIBBON_FORMATION,GO:0090161
NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:1900102
DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS,GO:0009263
PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS,GO:0034067
POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,GO:0031334
PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,GO:0036499
RESPONSE_TO_CORTICOSTERONE,GO:0051412
REGULATION_OF_VIRAL_TRANSCRIPTION,GO:0046782
NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,GO:0043242
POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,GO:2001269
TUBE_FORMATION,GO:0035148
CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,GO:0071383
RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,GO:0022613
MEIOTIC_CELL_CYCLE,GO:0051321
POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION,GO:0035815
RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION,GO:0014874
CELL_FATE_DETERMINATION,GO:0001709
DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND,GO:0050910
REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,GO:0045667
POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,GO:0032206
POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,GO:0045741
MRNA_TRANSCRIPTION,GO:0009299
COENZYME_METABOLIC_PROCESS,GO:0006732
CELLULAR_LIPID_METABOLIC_PROCESS,GO:0044255
GDP_METABOLIC_PROCESS,GO:0046710
REGULATION_OF_PROTEIN_HOMOOLIGOMERIZATION,GO:0032462
REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,GO:0042304
CELLULAR_RESPONSE_TO_DSRNA,GO:0071359
INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,GO:0044419
POSITIVE_REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS,GO:0045078
LAMELLIPODIUM_ORGANIZATION,GO:0097581
REGULATION_OF_DNA_DAMAGE_CHECKPOINT,GO:2000001
NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,GO:0002707
NEGATIVE_REGULATION_OF_LIPID_TRANSPORT,GO:0032369
REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION,GO:0086091
KETONE_BIOSYNTHETIC_PROCESS,GO:0042181
I_KAPPAB_PHOSPHORYLATION,GO:0007252
POSITIVE_REGULATION_OF_MRNA_3_END_PROCESSING,GO:0031442
GROOMING_BEHAVIOR,GO:0007625
REGULATION_OF_HISTONE_H3_K4_METHYLATION,GO:0051569
GLUCOSE_METABOLIC_PROCESS,GO:0006006
POSITIVE_REGULATION_OF_BLOOD_PRESSURE,GO:0045777
REGULATION_OF_ANOIKIS,GO:2000209
POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,GO:0060045
NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,GO:0046597
NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION,GO:0030889
PURINE_NUCLEOBASE_METABOLIC_PROCESS,GO:0006144
NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION,GO:0015949
MITOCHONDRIAL_FUSION,GO:0008053
REGULATION_OF_DEPHOSPHORYLATION,GO:0035303
CARBOHYDRATE_HOMEOSTASIS,GO:0033500
NEURON_PROJECTION_REGENERATION,GO:0031102
CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0060351
NEGATIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION,GO:0045605
LONG_TERM_SYNAPTIC_POTENTIATION,GO:0060291
MONOCARBOXYLIC_ACID_TRANSPORT,GO:0015718
REGULATION_OF_CYTOSKELETON_ORGANIZATION,GO:0051493
SEX_DIFFERENTIATION,GO:0007548
NEGATIVE_REGULATION_OF_HORMONE_SECRETION,GO:0046888
CELL_CYCLE,GO:0007049
CELLULAR_RESPONSE_TO_PH,GO:0071467
NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION,GO:0033604
REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,GO:1902229
RESPONSE_TO_VITAMIN_E,GO:0033197
POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING,GO:0051897
LYMPH_VESSEL_MORPHOGENESIS,GO:0036303
POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT,GO:0090280
DETECTION_OF_ABIOTIC_STIMULUS,GO:0009582
OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS,GO:0009312
CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,GO:0086001
NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,GO:1902750
PURINE_NUCLEOSIDE_CATABOLIC_PROCESS,GO:0006152
NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,GO:0051494
RESPONSE_TO_MUSCLE_ACTIVITY,GO:0014850
NEGATIVE_REGULATION_OF_JNK_CASCADE,GO:0046329
REGULATION_OF_MYOTUBE_DIFFERENTIATION,GO:0010830
TRACHEA_MORPHOGENESIS,GO:0060439
POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,GO:0002833
ENDOTHELIAL_CELL_PROLIFERATION,GO:0001935
LIPID_PHOSPHORYLATION,GO:0046834
CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,GO:0044262
NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,GO:1901292
CELLULAR_RESPONSE_TO_STARVATION,GO:0009267
VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS,GO:0098927
RESPONSE_TO_DRUG,GO:0042493
LIPID_BIOSYNTHETIC_PROCESS,GO:0008610
AMMONIUM_TRANSPORT,GO:0015696
PHOTORECEPTOR_CELL_DIFFERENTIATION,GO:0046530
MEGAKARYOCYTE_DIFFERENTIATION,GO:0030219
PROTEIN_DEPOLYMERIZATION,GO:0051261
CELLULAR_RESPONSE_TO_CALCIUM_ION,GO:0071277
DNA_METHYLATION_OR_DEMETHYLATION,GO:0044728
NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,GO:1902042
POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,GO:0090263
GLOMERULAR_EPITHELIUM_DEVELOPMENT,GO:0072010
MITOTIC_RECOMBINATION,GO:0006312
PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY,GO:0035590
REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,GO:0010975
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,GO:0031023
PIRNA_METABOLIC_PROCESS,GO:0034587
VACUOLE_ORGANIZATION,GO:0007033
CARDIOCYTE_DIFFERENTIATION,GO:0035051
RESPONSE_TO_GROWTH_FACTOR,GO:0070848
POSITIVE_REGULATION_OF_WOUND_HEALING,GO:0090303
REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,GO:0002703
NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE,GO:2000773
POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION,GO:0042104
NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,GO:1901988
DIENCEPHALON_DEVELOPMENT,GO:0021536
